#ID	SRR1039508	SRR1039509	SRR1039512	SRR1039513	SRR1039516	SRR1039517	SRR1039520	SRR1039521
ENSG00000004777	6.34907649	5.956124422	5.287802669	3.693920677	3.723138121	2.466707562	5.806227362	3.355903756
ENSG00000004779	15.94539058	17.81519358	19.49383969	17.01842026	17.06097359	18.56522007	15.37865626	15.36153128
ENSG00000004799	3.925764853	41.58651159	5.129957813	72.95493338	9.614697345	15.74148905	32.8496467	150.637539
ENSG00000004838	0.581594793	0.584976506	0.868146707	0.527702954	0.490963269	0.584220212	0.889242028	0.2835975
ENSG00000004846	1.114723353	0.159539047	2.762284976	0.725591562	0.327308846	0.292110106	1.150783801	0.23633125
ENSG00000004864	6.930671283	6.222022834	5.169419027	5.804732493	9.2873885	9.217696679	7.637019773	6.09734626
ENSG00000004866	21.76133851	13.77353773	30.46405717	15.89705149	21.56147022	16.29325258	20.9756502	13.99081002
ENSG00000004897	75.07419453	71.20759465	68.26790013	73.02089625	73.35809507	70.52836227	69.98857847	66.50361386
ENSG00000004961	21.61593981	17.54929517	20.95390461	18.93134347	27.24846141	19.60383378	18.83100766	19.14283128
ENSG00000004975	66.20487394	53.28604171	42.18403771	34.03684053	50.61013028	34.43653583	53.3545217	39.75091632
ENSG00000005007	104.5901303	120.5051602	96.12751718	100.1316355	95.778751	107.4316057	102.7336085	117.9292939
ENSG00000005020	40.37237188	41.53333191	28.21476797	36.6753553	26.06196685	26.84167308	40.2251247	42.72869007
ENSG00000005022	64.94475189	56.3172836	52.20718605	51.78085235	52.94220581	47.06218375	48.22830295	46.03732758
ENSG00000005059	10.42024004	10.47639742	9.825842273	11.67542785	7.896325905	6.621162403	11.03706282	11.15483502
ENSG00000005075	38.6275875	44.03277698	39.85582609	34.89435783	40.09533361	41.05769824	35.46506443	32.23558255
ENSG00000005100	21.03434501	23.66495864	19.21761119	23.48278145	21.35690219	22.55739152	19.8248664	29.68320505
ENSG00000005108	0.436196095	0.372257776	0.236767284	0.527702954	0.368222452	0.649133569	0.627700255	0.708993751
ENSG00000005156	11.0987673	7.604694575	9.549613775	6.134546839	14.19702119	13.27478149	9.520120539	5.95554751
ENSG00000005175	16.81778276	15.63482661	9.352307706	8.113432916	20.98867974	14.57304862	18.04638234	14.08534252
ENSG00000005187	0.193864931	0.319078094	0.473534567	0.659628692	0.368222452	0.324566784	0.627700255	0.2835975
ENSG00000005189	3.974231086	3.297140305	3.472586827	3.825846416	3.764051727	1.720203958	4.864676979	3.355903756
ENSG00000005194	20.01655413	21.80366976	21.97989617	23.21892997	21.97060627	22.23282474	18.56946589	20.22995503
ENSG00000005206	32.95703827	31.16329385	29.9905226	27.57247934	30.60337708	34.04705569	30.49577074	29.87227005
ENSG00000005238	39.01531737	33.34366083	33.54203186	26.12129622	40.46355606	31.06104128	31.17577935	29.3523413
ENSG00000005243	54.86377547	49.35074521	52.56233698	49.80196627	40.50446967	35.31286615	54.29607209	44.43027507
ENSG00000005249	10.66257121	12.86948313	11.08860112	20.91022955	11.90585927	12.56073456	10.93244611	19.52096128
ENSG00000005302	23.31225795	27.81297386	19.5333009	20.84426668	20.29314844	22.29773809	21.13257526	17.91390878
ENSG00000005339	127.9023882	101.945451	123.7109057	98.35063803	131.9463785	128.4310766	124.3892673	120.8598014
ENSG00000005379	9.014719292	8.083311716	4.814268102	5.738769624	6.996226579	10.094027	6.172385844	6.14461251
ENSG00000005381	0.193864931	0.531796823	0.355150926	0.065962869	0	0.097370035	0.313850128	0.14179875
ENSG00000005436	10.37177381	11.48681139	11.12806233	12.0052422	13.01052662	13.69671831	12.4493884	11.91109502
ENSG00000005448	11.0987673	10.95501456	10.65452777	10.02635612	9.57378374	14.02128509	8.683186866	11.67476377
ENSG00000005469	24.13618391	20.15509961	12.03567025	11.27965064	25.61191718	16.48799265	26.93880263	22.30967004
ENSG00000005471	3.101838896	0.957234282	2.367672837	1.121368777	0.85918572	0.584220212	2.72003444	1.039857502
ENSG00000005483	81.37480479	77.96141431	67.00514128	72.29530468	88.33247476	83.02418347	80.86871623	84.22845764
ENSG00000005486	37.22206675	32.86504369	43.80194748	37.20305825	48.48262278	46.18585343	39.91127457	32.4719138
ENSG00000005513	0.484662328	0.106359365	0.19730607	0	0.204568029	0.097370035	0.261541773	0.330863751
ENSG00000005700	51.81040281	43.82005825	59.66535549	52.1106667	54.61966364	55.2737234	60.52076629	55.06518134
ENSG00000005801	9.69324655	9.146905363	11.64105811	8.970950216	13.09235383	9.055413287	10.30474586	7.089937512
ENSG00000005810	130.2772336	107.316599	103.4278418	101.2530043	120.5314825	119.50549	115.9153138	108.6178427
ENSG00000005812	65.96254278	73.38796163	54.49593646	85.75173001	46.06872005	58.90887138	60.78230806	79.40730013
ENSG00000005882	29.56440198	29.03610656	29.20129832	26.84688778	33.42641588	25.12146912	34.0004305	33.27544005
ENSG00000005884	34.31409279	34.83269193	61.79626104	73.48263633	54.3332684	85.52334771	63.13618402	68.86692636
ENSG00000005889	32.90857204	31.53555163	30.42459595	30.6727342	35.06296011	36.18919647	48.59446143	48.58970508
ENSG00000005893	247.2747195	237.7131801	245.4092895	254.1549352	231.2846132	225.7037419	247.0000505	243.9411167
ENSG00000005955	64.41162333	68.01681371	69.92527112	69.59082705	69.75769776	62.25190926	60.25922451	69.24505636
ENSG00000005961	0.242331164	0.584976506	0.473534567	0.197888608	0.28639524	0.162283392	0.732316965	0.472662501
ENSG00000006007	94.07295777	97.05292027	97.9032718	110.5537688	116.9310852	116.3247356	90.44114512	99.49545641
ENSG00000006015	25.05704233	24.62219292	16.17909772	12.59890802	10.63753749	11.87914431	21.44642539	17.72484378
ENSG00000006016	6.397542723	5.052069822	3.867198967	5.408955277	3.232174852	5.452721979	12.71093017	12.43102377
ENSG00000006025	11.0987673	7.019718069	10.97021748	5.1451038	7.569017059	3.148297809	10.7232127	4.915690008
ENSG00000006042	144.720171	127.2589798	144.5858879	137.0048794	157.5992093	148.3919339	153.1065539	142.2714127
ENSG00000006062	13.18281531	11.91224884	10.81237262	5.21106667	11.74220484	5.744832085	10.40936257	5.482885009
ENSG00000006114	59.32266889	37.81075414	51.69419027	36.93920677	62.884212	39.3050376	51.78527107	35.07155756
ENSG00000006118	24.8631774	17.86837327	22.84804288	16.75456879	30.19424103	19.279267	19.87717475	11.67476377
ENSG00000006125	347.6967538	285.1494567	307.0082445	337.0702618	331.6047744	305.741911	291.8806187	314.4623618
ENSG00000006194	26.17176569	23.98403674	23.00588773	28.56192238	27.1666342	27.39343661	26.10186895	24.01125504
ENSG00000006210	0.242331164	0.319078094	0.078922428	0.197888608	0.122740817	0.486850177	0.627700255	1.465253752
ENSG00000006282	84.67050862	70.03764164	52.64125941	47.1634515	66.81191815	60.62907534	70.8778205	62.1078526
ENSG00000006283	5.476684301	2.393085705	1.578448558	0.329814346	6.423436099	2.499164241	4.184668369	1.181656252
ENSG00000006327	26.17176569	18.50652945	26.36009092	17.01842026	29.45779612	44.14108269	30.44346238	17.34671378
ENSG00000006432	0.242331164	0.212718729	0.276228498	0.329814346	0.490963269	0.227196749	0.052308355	0.0945325
ENSG00000006451	86.80302286	48.92530775	45.10416754	35.88380086	64.39801541	37.48746361	57.64380678	37.86026631
ENSG00000006453	6.833738818	5.264788552	8.168471287	7.123989878	7.978153116	7.10801258	8.264720029	6.09734626
ENSG00000006459	20.84048008	17.38975613	13.33789031	19.06326921	18.90208585	12.10634106	22.91105932	23.58585879
ENSG00000006468	10.37177381	4.99889014	8.168471287	7.915544308	6.996226579	7.432579365	16.4771317	12.43102377
ENSG00000006530	14.68526852	14.67759233	13.5746576	13.39046246	17.1837144	15.15726884	14.01863904	13.09275127
ENSG00000006534	42.40795366	58.92308803	54.8905486	56.46421607	62.22959431	83.44612029	27.46188617	39.84544882
ENSG00000006576	44.78279906	34.72633257	60.69134705	44.72282534	55.11062691	37.13044015	76.05634761	48.02251008
ENSG00000006606	0.145398698	0.212718729	0.276228498	0.065962869	0.28639524	0.324566784	0.104616709	0.0945325
ENSG00000006607	31.59998375	38.98070716	36.46216169	51.18718653	27.57577026	47.32183718	38.6035657	54.07259009
ENSG00000006625	10.03251018	9.891420915	8.523622213	6.662249793	11.82403205	10.80807392	8.944728639	6.28641126
ENSG00000006634	4.74969081	3.722577764	4.103966251	3.166217723	4.623237447	3.34303788	5.021602043	3.403170006
ENSG00000006638	4.361960948	2.49944507	4.419655962	2.836403377	3.068520429	1.590377244	3.504659759	2.457845004
ENSG00000006652	43.08648092	43.76687857	41.315891	38.65424137	64.68441065	57.3834075	61.61924173	51.85107634
ENSG00000006695	8.045394637	7.976952351	8.720928282	8.575173001	8.550943597	11.55457753	7.270861291	8.035262513
ENSG00000006704	14.97606592	11.7527098	13.65358003	11.21368777	13.50148989	8.958043252	15.64019803	15.64512878
ENSG00000006712	48.03003666	46.05360491	59.34966578	47.1634515	64.43892902	48.0358841	55.13300576	44.33574257
ENSG00000006715	99.54964207	84.13025746	105.7955146	104.0894077	115.5809362	104.6078746	113.7183629	101.0552427
ENSG00000006740	1.793250612	1.382671741	1.065452777	1.187331646	1.554717018	1.233353781	2.510801021	2.599643754
ENSG00000006744	44.97666399	49.72300299	42.02619285	40.69909032	44.59583024	43.62177583	36.24968975	43.67401507
ENSG00000006747	0.145398698	0.159539047	0.039461214	0	0.081827211	0.097370035	0.104616709	0.0945325
ENSG00000006756	18.95029701	15.68800629	19.25707241	18.33767765	22.1342607	19.40909371	23.48645122	26.56363254
ENSG00000006757	5.767481697	7.445155528	6.905712441	5.672806754	8.305461962	7.172925937	7.375478	6.759073761
ENSG00000006788	0.193864931	1.861288882	0	0.065962869	0.204568029	0.551763534	0	0.945325002
ENSG00000006831	51.85886904	54.93461186	46.84046096	56.13440172	48.31896836	52.41753569	45.92673535	52.08740759
ENSG00000006837	0.823925957	0.319078094	0.512995781	0.461740085	0.695531297	0.42193682	0.784625319	0.378130001
ENSG00000007001	0.145398698	0.159539047	0.157844856	0	0.122740817	0	0.052308355	0.04726625
ENSG00000007047	35.91347847	35.89628558	33.14741972	36.47746669	40.05442001	36.38393654	36.61584823	37.71846756
ENSG00000007080	29.90366561	37.06623859	27.54392734	25.92340761	32.1580941	37.94185711	24.74185173	27.69802255
ENSG00000007168	154.6557487	154.7528756	150.2683027	157.5193317	155.8399242	156.2139934	148.8695772	151.8191952
ENSG00000007202	203.3643126	178.3114749	206.6583774	186.3451056	208.8230436	219.536973	199.9748397	188.0251428
ENSG00000007237	19.58035803	6.062483787	12.19351511	2.770440508	11.33306879	4.673761697	70.25012024	34.50436256
ENSG00000007255	6.252144025	7.711053939	4.577500818	7.585729962	5.686991196	5.679918728	5.963152426	4.773891258
ENSG00000007312	0.048466233	0.106359365	0	0.263851477	0.204568029	0	0.052308355	0.0945325
ENSG00000007341	6.68834012	5.849765057	6.077026948	5.079140931	7.732671482	9.639633499	7.532403064	8.933321265
ENSG00000007372	1.550919448	1.861288882	1.065452777	1.451183123	0.900099326	1.233353781	2.144642539	1.843383753
ENSG00000007376	13.6190114	14.57123296	8.839311924	8.047470047	12.64230417	13.11249809	11.40322131	11.95836127
ENSG00000007384	96.06007331	99.87144344	78.40943211	66.02883211	79.24965429	81.9206564	89.6565198	93.7289739
ENSG00000007392	37.31899922	31.42919226	32.35819544	27.37459073	34.20377439	26.8092164	32.74502999	28.9742113
ENSG00000007402	0.87239219	0.69133587	0.473534567	1.319257385	0.613704086	0.324566784	0.889242028	1.465253752
ENSG00000007516	0.242331164	0.425437459	0.276228498	0.329814346	0.490963269	0.389480141	0.366158482	0.519928751
ENSG00000007520	23.94231898	24.67537261	19.25707241	16.62264305	19.92492599	23.62846191	20.71410843	20.60808503
ENSG00000007541	35.42881614	33.02458273	26.91254791	24.34029875	26.22562127	32.61896184	29.13575352	34.50436256
ENSG00000007545	9.838645249	11.00819424	8.957695566	9.762504647	10.14657422	9.83437357	10.30474586	9.027853765
ENSG00000007866	71.43922708	109.7096847	66.92621886	90.6989452	50.97835273	71.63188934	58.74228223	83.42493139
ENSG00000007923	27.18955657	28.34477069	27.70177219	25.92340761	33.71281112	32.74878855	28.24651149	25.94917129
ENSG00000007933	36.88280312	41.74605064	85.98598519	104.419222	9.164647683	11.23001074	14.64633929	13.42361502
ENSG00000007944	18.07790482	13.02902217	20.59875368	12.73083376	21.02959334	14.44322191	16.79098183	10.96577002
ENSG00000007952	0.484662328	0.584976506	0.315689712	0.593665823	0.490963269	0.551763534	0.209233418	0.425396251
ENSG00000008018	80.89014246	78.65275018	70.51718932	72.29530468	66.81191815	63.93965654	70.09319518	66.07821761
ENSG00000008056	0.387729862	1.276312376	0.986530349	0.989443039	0.613704086	0.778960283	0.68000861	0.992591252
ENSG00000008083	13.42514647	13.82671741	11.20698476	14.51183123	12.60139056	17.55906304	11.8739965	17.20491503
ENSG00000008086	4.74969081	4.786171411	5.051035385	2.440626162	5.809732013	5.712375407	5.544685589	4.395761257
ENSG00000008118	0.145398698	0.159539047	0.355150926	0.131925738	0.368222452	0.129826714	0.313850128	0.567195001
ENSG00000008128	1.550919448	1.223132694	0.947069135	0.659628692	0.57279048	0.551763534	1.569250638	1.323455002
ENSG00000008130	61.84291299	96.46794377	55.75869531	93.66727432	59.12016027	76.40302107	57.69611514	116.9839689
ENSG00000008226	0.436196095	0.212718729	0.19730607	0.131925738	0.245481634	0.097370035	0.261541773	0.661727501
ENSG00000008256	87.96621244	162.3575702	119.8042455	244.5243563	113.3716015	280.2309617	110.63217	251.1255867
ENSG00000008277	0.823925957	0.744515553	0.907607921	0.923480169	0.85918572	0.551763534	1.203092156	0.756260001
ENSG00000008282	90.82572018	93.75577997	77.26505691	108.6408456	77.49036924	87.63303181	95.98583071	101.3388402
ENSG00000008283	27.09262411	25.52624752	24.15026294	22.36141267	25.734658	27.16623986	23.01567603	20.18268878
ENSG00000008294	136.6263101	121.1433164	139.6532362	132.5194043	133.3374411	126.9380694	154.4665712	140.8534252
ENSG00000008300	3.004906431	4.30755427	3.433125613	3.232180593	5.07328711	5.679918728	3.766201532	4.112163757
ENSG00000008311	23.94231898	50.46751854	22.29558588	43.20567935	18.45203618	33.65757555	23.38183451	52.13467384
ENSG00000008323	0.339263629	0.638156188	0.157844856	0.197888608	0.450049663	0.616676891	0.261541773	0.23633125
ENSG00000008324	5.379751835	8.136491398	3.354203186	6.728212662	4.459583024	4.738675053	5.963152426	6.711807511
ENSG00000008382	3.925764853	3.509859034	3.472586827	3.232180593	4.50049663	4.771131732	3.609276468	3.828566256
ENSG00000008394	131.9250856	150.0730636	117.0814218	128.4956693	294.6597884	263.4184023	131.8170536	126.5790177
ENSG00000008405	12.06809196	13.87989709	10.61506655	10.88387342	11.33306879	13.33969484	16.32020664	11.95836127
ENSG00000008438	0	0.319078094	0.039461214	0.065962869	0.040913606	0.032456678	0	0.14179875
ENSG00000008441	661.7094758	504.3029276	530.2008706	401.054245	494.1136163	375.7185097	631.2572235	464.201842
ENSG00000008513	99.69504077	64.1346969	69.13604684	38.78616711	108.6256232	75.26703732	84.94876789	51.52021258
ENSG00000008516	0.145398698	0.053179682	0.118383642	0	0.245481634	0.162283392	0.104616709	0.14179875
ENSG00000008517	13.42514647	6.381561881	12.74597211	6.398398316	3.764051727	3.245667845	15.16942284	7.751665013
ENSG00000008710	242.1857651	283.6604256	207.7238302	216.4901368	174.8647509	293.3434598	244.280016	359.6488968
ENSG00000008735	0.630061026	1.116773329	0.710301851	0.8575173	0.736444903	0.454393498	0.732316965	1.228922502
ENSG00000008838	59.51653382	53.28604171	52.08880241	45.18456543	58.54736979	55.95531365	53.45913841	53.31633009
ENSG00000008853	20.79201385	25.8985053	20.12521911	29.1555882	20.98867974	26.67938968	24.74185173	39.13645506
ENSG00000008869	35.71961354	34.35407479	30.77974688	31.06851141	32.64905737	30.73647449	35.20352265	34.55162881
ENSG00000008952	216.7894591	232.6611102	212.104025	238.1919208	235.3759737	262.1525918	255.5786206	245.1700392
ENSG00000008988	629.1886336	621.5109475	515.1661481	459.9590872	468.7062672	430.2132728	495.3078098	439.245262
ENSG00000009307	721.516807	682.4548635	783.8180926	765.9608376	813.6488771	717.1952237	705.9012455	708.3792899
ENSG00000009335	97.85332393	108.5929113	87.32766647	100.1316355	99.37914831	105.3543782	91.12115373	95.80868891
ENSG00000009413	241.6526365	509.089099	205.7507695	478.2967648	227.6023887	334.6932682	245.8492667	566.3442084
ENSG00000009694	0.969324655	0.372257776	0.078922428	0.131925738	0.081827211	0	0.052308355	0.04726625
ENSG00000009724	1.841716845	1.489031106	2.604440121	1.583108862	1.71837144	1.330723816	2.458492667	1.701585003
ENSG00000009780	7.415333611	11.11455361	6.037565734	10.88387342	6.014300042	6.426422333	7.323169646	9.736847516
ENSG00000009790	0.87239219	0.584976506	0.591918209	0.461740085	0.490963269	0.454393498	0.523083546	0.472662501
ENSG00000009830	20.59814892	22.22910722	17.36293414	19.45904642	20.78411171	19.83103053	19.56332462	17.15764878
ENSG00000009844	40.17850695	35.73674653	41.39481343	35.94976373	44.47308942	39.88925781	39.33588267	38.75832506
ENSG00000009954	135.7054517	138.8521506	134.0497438	129.9468524	156.0035786	126.3863059	148.4511104	131.7783052
ENSG00000010017	63.00610258	104.2321774	61.52003254	109.1685486	69.75769776	81.1741528	73.59785494	126.7208165
ENSG00000010030	1.357054517	0.69133587	0.789224279	0.527702954	0.613704086	0.324566784	0.889242028	0.378130001
ENSG00000010072	8.190793335	7.49833521	7.971165217	8.245358655	8.673684414	7.172925937	8.578570156	7.373535012
ENSG00000010165	45.89752242	49.88254204	45.45931847	39.90753589	42.1410139	36.41639322	42.21284217	37.67120131
ENSG00000010219	9.69324655	8.349210127	9.707458631	7.255915616	10.47388307	8.633476467	8.997036993	6.900872511
ENSG00000010244	101.0520953	106.2530053	85.63083427	87.79657895	107.0299926	107.6588024	80.81640788	82.99953514
ENSG00000010256	78.99995939	94.44711584	65.54507637	87.79657895	80.7225441	104.0561111	64.86235972	92.83091515
ENSG00000010270	42.60181859	42.70328492	33.02903607	33.70702618	39.3179751	33.69003223	30.91423758	32.42464755
ENSG00000010278	151.4569773	187.2988412	151.0969882	240.4346584	110.1803402	164.0685096	188.4670017	248.6204754
ENSG00000010292	64.50855579	54.66871345	53.86455704	54.28744138	52.41032893	48.62010432	56.1268645	61.2570601
ENSG00000010295	69.16131414	65.30464991	67.63652071	54.08955277	38.29513496	33.94968566	62.09001692	60.16993635
ENSG00000010310	0.53312856	0.265898412	1.144375204	0.395777215	0.941012932	0.389480141	1.150783801	0.567195001
ENSG00000010318	3.295703827	2.978062211	3.156897116	3.957772154	3.477656487	2.271967491	4.236976724	4.159430007
ENSG00000010322	127.7085233	100.4564199	130.1430836	97.62504647	152.8941446	120.5765604	127.9985437	105.2146727
ENSG00000010361	9.111651757	9.465983457	9.312846492	8.707098739	6.137040859	6.199225584	8.630878511	10.72943877
ENSG00000010404	71.87542317	69.45266514	93.68092191	105.0788507	88.82343803	100.5183332	93.63195476	102.8040939
ENSG00000010438	0.242331164	0.265898412	0.394612139	0.329814346	0.695531297	1.135983746	1.36001722	0.898058751
ENSG00000010539	6.203677792	5.264788552	5.485108739	5.474918147	6.259781676	5.744832085	6.381619263	4.584826258
ENSG00000010610	1.502453215	1.223132694	3.748815325	3.232180593	5.441509561	4.414108269	1.255400511	0.803526251
ENSG00000010626	7.22146868	5.69022601	7.655475506	6.92610127	6.914399368	5.842202121	7.898561546	5.341086259
ENSG00000010704	24.8631774	16.75159994	23.4794223	21.56985824	19.76127157	16.90992947	24.16645983	23.34952754
ENSG00000010803	36.73740443	36.48126209	34.09448885	34.49858061	39.52254313	33.81985894	36.72046494	33.74810256
ENSG00000010810	81.85946712	89.02278824	65.30830908	61.543357	102.1203599	92.79364368	68.94241138	69.29232261
ENSG00000010818	80.16314897	58.28493185	70.83287904	48.94444897	81.99086587	66.63356085	71.71475417	51.94560884
ENSG00000010932	0.678527259	1.063593647	3.156897116	4.023735023	0	0.681590247	1.203092156	1.087123752
ENSG00000011007	57.38401958	58.1253928	44.59117176	52.04470383	51.10109355	52.61227576	45.87442699	49.72409508
ENSG00000011009	21.9067372	25.15398975	19.29653362	19.26115782	21.02959334	24.50479223	20.45256665	21.97880629
ENSG00000011021	33.78096423	30.89739544	24.82110357	25.19781605	27.28937502	26.61447633	29.76345377	33.74810256
ENSG00000011028	882.5700984	712.341845	946.200988	711.0137675	737.5086568	639.8509589	882.9650258	725.4896724
ENSG00000011105	148.6459358	155.4442115	130.4193121	156.9916288	136.2423071	171.2414355	201.5440903	226.1217404
ENSG00000011114	61.93984546	57.96585375	48.6556768	53.16607261	57.1563072	56.96147068	56.44071463	52.46553759
ENSG00000011132	9.014719292	10.63593647	8.681467068	7.585729962	9.123734077	8.763303181	8.578570156	9.075120015
ENSG00000011143	8.966253059	7.019718069	8.010626431	5.672806754	5.93247283	4.479021626	7.584711419	6.19187876
ENSG00000011198	28.93434095	75.51514892	32.51604029	68.27156966	50.89652552	63.16069626	30.12961226	79.97449513
ENSG00000011243	32.71470711	32.06734845	31.9635833	24.34029875	38.25422135	28.49696368	31.59424619	27.17809379
ENSG00000011258	20.40428399	14.83713137	16.25802015	14.84164558	19.92492599	13.33969484	21.86489223	17.01585003
ENSG00000011260	22.87606186	24.94127102	14.79795523	19.39308356	17.51102325	18.20819661	17.00021525	18.38657128
ENSG00000011275	82.82879177	79.13136732	75.21307378	70.51430721	88.94617885	86.17248128	82.59489193	78.17837763
ENSG00000011295	19.33802687	19.67648247	17.2445505	21.83370972	18.574777	17.9160865	19.45870792	17.91390878
ENSG00000011304	174.1876405	204.9544957	124.6185136	159.6301436	147.6572031	180.7187856	163.0974497	186.6071553
ENSG00000011332	0.53312856	0.425437459	0.710301851	0.593665823	0.490963269	0.778960283	0.261541773	0.330863751
